UEI,Legal_Business_Name,DBA_Name,CAGE_Code,Registration_Status,Registration_Date,Expiration_Date,Last_Updated_Date,Purpose_of_Registration,Phys_Address_1,Phys_Address_2,Phys_City,Phys_State_Province,Phys_Zip,Phys_Country,Congressional_District,Mail_Address_1,Mail_City,Mail_State_Province,Mail_Zip,Mail_Country,Entity_Structure,Is_Small_Business,Is_Minority_Owned,Is_Women_Owned,Is_Veteran_Owned,Is_SDVOSB,Is_HUBZone,Is_8a_Program,Is_Non_Profit,Primary_NAICS_Code,Primary_NAICS_Description,Secondary_NAICS_Codes_List,PSC_Codes_List,Gov_Contact_Name,Gov_Contact_Email,Gov_Contact_Phone,EBiz_Contact_Name,EBiz_Contact_Email,EBiz_Contact_Phone,Has_Active_Exclusions,Exclusion_Type,Delinquent_Federal_Tax,Exec_Comp_1_Name,Exec_Comp_1_Amt
N9BHXMD2B915,"MTNT FACILITY SOLUTIONS, LLC",,9LJ41,Active,2023-06-13,2027-06-15,2026-06-19,All Awards,400 W TUDOR RD STE A400,,ANCHORAGE,AK,99503,USA,,400 W TUDOR RD STE A400,ANCHORAGE,AK,99503,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,561210,Facilities Support Services,236220;237110;238160;238210;238220;238310;238320;238990;713990;811310,,,,,Richard Marshall,,,N,,N,,
FN6VUA2G7FV5,ALASKA GASLINE DEVELOPMENT CORP,,9LBM0,Inactive,2023-06-12,2026-06-09,2026-06-09,Federal Assistance Awards,3201 C ST STE 505,,ANCHORAGE,AK,99503,USA,,3201 C ST,ANCHORAGE,AK,99503,USA,U.S. Government Entity,N,N,N,N,N,N,N,N,,,None,,,,,Ravnit LaChapelle,,,N,,N,,
VUASE6YNFNA3,"ALASKA PREHOSPITAL EDUCATION CONSORTIUM, INC.",,9N7Y5,Active,2023-06-10,2027-02-17,2026-02-19,All Awards,7405 E SPRINGWOOD DR,,WASILLA,AK,99654,USA,,7405 E SPRINGWOOD DR,WASILLA,AK,99654,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,611699,All Other Miscellaneous Schools and Instruction ,,U009,,,,Tamara Wallace,,,N,,N,,
HAFWJ412EKM8,BK Marine Services LLC,,9LT06,Inactive,2023-06-09,2024-06-21,2024-06-21,All Awards,2301 N GREEN FOREST DR,,PALMER,AK,99645,USA,,PO Box 876321,Wasilla,AK,99687,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,459999,All Other Miscellaneous Retailers ,811490,,,,,Elizabeth Karcheski,,,N,,N,,
Q657KNV8K189,OBFISH LLC,,,Inactive,2023-06-09,2025-06-06,2025-06-06,Federal Assistance Awards,3273 Arctic Tern,,KODIAK,AK,99615,USA,,PO Box 8804,Kodiak,AK,99615,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,,,None,,,,,Stephen Obrien,,,N,,N,,
GHUDB2KSKED3,"LAKOTA FEDERAL, LLC",,9LFR9,Active,2023-06-09,2027-03-02,2026-03-04,All Awards,315 LINCOLN ST STE 300,,SITKA,AK,99835,USA,,315 LINCOLN ST STE 300,SITKA,AK,99835,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,562910,Remediation Services ,115310;236210;236220;237110;237310;237990;238220;238910;238990;541330;541350;541511;541611;541614;541618;541620;541690;541715;561210;811310;813312,F004;F108;F110;F111;F112;F113;F114;F999;G010,,,,Courtney Addie,,,N,,N,,
CSHVMCN6QX83,TANANA VALLEY WATERSHED ASSOCIATION,,,Active,2023-06-08,2027-03-13,2026-03-19,Federal Assistance Awards,1010 WEMBLEY AVE,,FAIRBANKS,AK,99701,USA,,PO BOX 70862,FAIRBANKS,AK,99707,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Christy Everett,,,N,,N,,
EE1XA91YDSQ6,AHTNA SOLUTIONS-BAY WEST JV LLC,,9LBL7,Active,2023-06-08,2027-04-16,2026-05-11,All Awards,110 W 38TH AVE,STE 200L,ANCHORAGE,AK,99503,USA,,110 W 38TH AVE,ANCHORAGE,AK,99503,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,541620,Environmental Consulting Services,541370;541380;541690;541715;541990;562910,,,,,Valeriya Brand,,,N,,N,,
SCUNDJ69UMZ7,"RONI, LLC",,,Active,2023-06-08,2027-05-01,2026-05-07,Federal Assistance Awards,469 CHATANIKA DR,,FAIRBANKS,AK,99709,USA,,PO Box 80588,Fairbanks,AK,99708,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,ROBERT BELL,,,N,,N,,
YG9CHDJKS9F1,DAVID SEGURA,PAPAS TRUCKING,9LP06,Inactive,2023-06-07,2024-06-22,2024-06-22,All Awards,35540 POPPY RIDGE RD,,SOLDOTNA,AK,99669,USA,,35540 POPPY RIDGE RD,SOLDOTNA,AK,99669,USA,Sole Proprietorship,N,N,N,N,Y,N,N,N,484110,"General Freight Trucking, Local ",484121,,,,,DAVID SEGURA,,,N,,N,,
YKZUFSHXKAB5,HILAND CONSTRUCTION LLC,,9MHQ8,Active,2023-06-07,2027-04-05,2026-04-14,All Awards,2370 W RIVER DR,,EAGLE RIVER,AK,99577,USA,,12110 Business Blvd. Ste A6 #152,Eagle River,AK,99577,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,Y,N,N,N,236220,Commercial and Institutional Building Construction ,236115;236118,,,,,Jason Novotny,,,N,,N,,
WTN2D95A2X76,"IT'S MORE THAN SPEECH, LLC",,,Active,2023-06-07,2026-09-03,2025-09-08,Federal Assistance Awards,12032 BUSINESS BLVD STE A,,EAGLE RIVER,AK,99577,USA,,12032 BUSINESS BLVD STE A,EAGLE RIVER,AK,99577,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,,,None,,,,,Bryce Clifford,,,N,,N,,
V9LSVJS1TYY8,CONNECTING ALASKA CONSORTIUM,,9LD41,Inactive,2023-06-06,2026-07-02,2026-07-02,All Awards,510 L ST,STE 210,ANCHORAGE,AK,99501,USA,,510 L ST,ANCHORAGE,AK,99501,USA,Corporate Entity (Tax Exempt),N,N,N,N,Y,N,N,Y,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",,,,,,Samantha Correia,,,N,,N,,
EGU7XCWD4V61,RAND KENNETH SEATON,,9L2Y8,Active,2023-06-05,2027-03-03,2026-03-05,All Awards,58399 BRUCE AVE,,HOMER,AK,99603,USA,,58399 BRUCE AVE,HOMER,AK,99603,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,814110,Private Households,,V124,,,,Rand Seaton,,,N,,N,,
TUE6ELWW2CH4,"SUPER SOFTWARE, INC.",AK FITNESS HOMER,9LCA1,Inactive,2023-06-05,2024-06-06,2024-06-06,All Awards,829 SMOKY BAY WAY,,HOMER,AK,99603,USA,,829 SMOKY BAY WAY,HOMER,AK,99603,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,813212,Voluntary Health Organizations ,,,,,,Tracy Sumption,,,N,,N,,
F24YQPXRJQM8,"Paug Vik & GHEMM Company Joint Venture II, LLC",,9L7T3,Active,2023-05-31,2026-08-04,2025-08-06,All Awards,6250 TUTTLE PL STE 5,,ANCHORAGE,AK,99507,USA,,6250 TUTTLE PL STE 5,ANCHORAGE,AK,99507,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,236220,Commercial and Institutional Building Construction ,236210,,,,,Sheri Vance,,,N,,N,,
C1VEVBPJ6RS6,"CPM - CHITRA, LLC",,9MSU1,Inactive,2023-05-31,2024-07-20,2024-07-20,All Awards,76 EGAN DR,SUITE 310,JUNEAU,AK,99801,USA,,3025 Clinton Drive,JUNEAU,AK,99801,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,541513,Computer Facilities Management Services ,,,,,,Leigh Armistead,,,N,,N,,
G9B6H18L3EW5,Paris Bakery AK Inc,,9LAG3,Inactive,2023-05-31,2024-06-01,2024-06-01,All Awards,7309 E 4TH AVE,,ANCHORAGE,AK,99504,USA,,PO Box 210287,Anchorage,AK,99521,USA,Other,N,N,N,N,N,N,N,Y,311812,Commercial Bakeries ,722310;722320;722330,,,,,Luke Gilligan,,,N,,N,,
XUR5TR8NGSF9,"Tongass Townhomes, LLC",,,Inactive,2023-05-31,2025-06-01,2025-06-01,Federal Assistance Awards,2221 BELMONT DR,,ANCHORAGE,AK,99517,USA,,9831 Main Tree Dr,Anchorage,AK,99507,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,,,None,,,,,Glenn Gellert,,,N,,N,,
XKWRK8YLCPE7,"HOMEPLATE NOME, LLC",,,Active,2023-05-31,2027-02-26,2026-03-02,Federal Assistance Awards,502 NATHAN BARRON ALLEY,,NOME,AK,99762,USA,,Box 98,Nome,AK,99762,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,Y,,,None,,,,,Kimberly Bishop,,,N,,N,,
F52RBAPTAUN1,ISLAND EXCAVATION LLC,,9L4X0,Active,2023-05-31,2027-06-09,2026-06-11,All Awards,132 SW SEA OTTER DRIVE,,COFFMAN COVE,AK,99918,USA,,PO Box 18182,Coffman Cove,AK,99918,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,238910,Site Preparation Contractors,212321;237210;237310,,,,,Dania Allen,,,N,,N,,
SWFPD1K8Z8C5,ALASKA DRIVING ACADEMY LLC,,,Inactive,2023-05-30,2024-05-29,2024-05-29,Federal Assistance Awards,44332 STERLING HWY,STE 16B,SOLDOTNA,AK,99669,USA,,44332 STERLING HWY,SOLDOTNA,AK,99669,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Misty Lisenby,,,N,,N,,
EM2ZQGDA8BN8,SILVER SKY LLC,,9L5F5,Active,2023-05-30,2026-12-16,2025-12-18,All Awards,6175 E BEECHCRAFT CIR,,WASILLA,AK,99654,USA,,6175 E BEECHCRAFT CIR,WASILLA,AK,99654,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,488190,Other Support Activities for Air Transportation,,4920;H315;H316;J015;J016;K015;K016;N015;N016;P200,,,,Aaron McCarty,,,N,,N,,
YXYGM28VKV15,JACK'S CLEANING L.L.C.,,9L4Q2,Inactive,2023-05-28,2026-04-04,2026-04-04,All Awards,600 W 41ST AVE STE 202A,,ANCHORAGE,AK,99503,USA,,600 W 41ST AVE STE 202A,ANCHORAGE,AK,99503,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,Y,N,N,N,561720,Janitorial Services ,,,,,,Jacob Baker,,,N,,N,,
YTB3YF7L32E6,JUNEAU HYDROPOWER INC,JUNEAU HYDROPOWER INC,9L4U9,Active,2023-05-27,2027-01-03,2026-01-06,All Awards,8585 OLD DAIRY RD,STE 210,JUNEAU,AK,99801,USA,,PO Box 22775,Juneau,AK,99802,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,221111,Hydroelectric Power Generation ,,,,,,Duff Mitchell,,,N,,N,,
XMA8UJ5222P5,PETER NOLAN,KNIK CONTRACTING,9LCN3,Active,2023-05-26,2027-04-06,2026-04-13,All Awards,8696 W CORMORANT WAY,,WASILLA,AK,99623,USA,,8696 W CORMORANT WAY,WASILLA,AK,99623,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,236220,Commercial and Institutional Building Construction ,,,,,,Peter Nolan,,,N,,N,,
GH2RG8GY1PF3,INTEGRITY IT INTERNSHIP INC,,9L5B5,Inactive,2023-05-26,2025-12-14,2025-12-14,All Awards,203 WES 15TH AVE STE 102,,ANCHORAGE,AK,99501,USA,,PO Box 212874,Anchorage,AK,99521,USA,Corporate Entity (Tax Exempt),N,N,N,N,Y,N,N,Y,611513,Apprenticeship Training ,541519;561311;611420;611430;611519,7E20;7G22;7H20;7J20;7K20;D300;DA01;DA10;DB02;DB10;DD01;DE01;DE02;DE10;DF01;DF10;DG01;DG10;DH01;DH10;DJ01;DJ10;DK10;U001;U005;U006;U008;U009;U012;U014;U099,,,,Jeremiah Williams,,,N,,N,,
XW37MDYBP646,"NORTHWEST HVAC SOLUTIONS, LLC",,9LDA9,Active,2023-05-26,2027-06-24,2026-06-26,All Awards,840 K ST STE 200,,ANCHORAGE,AK,99501,USA,,840 K ST STE 200,ANCHORAGE,AK,99501,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,238220,"Plumbing, Heating, and Air-Conditioning Contractors ",236210;236220;237110;237310;237990;238110;238130;238160;238170;238190;238210;238310;238320;238330;238350;238910;238990;541330;561210;561720;562111;562910;811310,,,,,Tatianna Journey,,,N,,N,,
W4AHL789MEW8,TIDELINES INSTITUTE,,9NE69,Inactive,2023-05-25,2024-08-20,2024-08-20,All Awards,72 Good River Rd,,Gustavus,AK,99826,USA,,PO BOX 100,Gustavus,AK,99826,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,611699,All Other Miscellaneous Schools and Instruction ,,,,,,Deja Jarvis,,,N,,N,,
UX4NVXZBZXN1,"BERING - J&J JV, LLC",,9L5J8,Active,2023-05-25,2027-04-01,2026-04-03,All Awards,3301 C ST STE 400,,ANCHORAGE,AK,99503,USA,,3301 C ST STE 400,ANCHORAGE,AK,99503,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,236220,Commercial and Institutional Building Construction ,561210;561720,,,,,Rhonda Gildersleeve,,,N,,N,,
S5JQA2M3BJ55,Stantec-MCG JV,,9L5R5,Inactive,2023-05-24,2026-03-11,2026-03-11,All Awards,3900 C St Ste 902,,Anchorage,AK,99503,USA,,3900 C St Ste 902,Anchorage,AK,99503,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,541330,Engineering Services,541611,,,,,Allison Gentry,,,N,,N,,
SY6MTFYD8J65,"FRONTIER HOME HEALTH CARE, CORPORATION",,,Inactive,2023-05-24,2025-05-24,2025-05-24,Federal Assistance Awards,400 W 76TH AVE APT 105,,ANCHORAGE,AK,99518,USA,,400 W 76TH AVE APT 105,ANCHORAGE,AK,99518,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,Y,N,N,N,,,None,,,,,Michael Brown,,,N,,N,,
PUTSMA9J74M7,"ALASKA WINDOW INSTALLERS, INC.",ALASKA WINDOW INSTALLER,8JC76,Active,2023-05-20,2027-01-16,2026-01-19,All Awards,2138 BROADMOOR AVE,,FAIRBANKS,AK,99709,USA,,PO Box 84390,FAIRBANKS,AK,99708,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,238350,Finish Carpentry Contractors,238150,,,,,Kathryn Petersen,,,N,,N,,
L7FFACL9A9K5,"Blood, Sweat, & Food Farms LLC",,,Inactive,2023-05-19,2024-05-18,2024-05-18,Federal Assistance Awards,4700 Star Lane,,Homer,AK,99603,USA,,PO Box 2311 ,Homer ,AK,99603,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,,,None,,,,,Aryn Young,,,N,,N,,
J3SKZDJ8L7F1,"ALUTIIQ SECURITY & TECHNOLOGY, LLC",,1QRW4,Inactive,2023-05-19,2024-05-31,2024-11-15,All Awards,3909 ARCTIC BLVD STE 500,,ANCHORAGE,AK,99503,USA,,3909 ARCTIC BLVD STE 500,ANCHORAGE,AK,99503,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,561612,Security Guards and Patrol Services ,112990;236220;237110;237130;237990;238120;334220;336413;493110;517410;518210;532420;541330;541512;541513;541519;541611;541690;561110;561210;561320;561440;561611;561613;561621;611512;611699;611710;811210;812910,,,,,Jennifer Blankenship,,,N,,N,,
FLYQL8TPJQM4,ALASKA SAFE RIDERS,,9KU42,Active,2023-05-18,2027-03-09,2026-03-19,All Awards,5650 N TAZLINA DR,,PALMER,AK,99645,USA,,P.O. Box 703,Palmer,AK,99645,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,611699,All Other Miscellaneous Schools and Instruction ,,,,,,John Buck,,,N,,N,,
HBVRYKX5WLC4,"H5 CONSTRUCTION, LLC",H5 CONSTRUCTION LLC,9KVM4,Inactive,2023-05-18,2026-06-19,2026-06-19,All Awards,1500 E BOGARD RD,,WASILLA,AK,99654,USA,,1500 E Bogard Rd,Wasilla,AK,99654,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,236220,Commercial and Institutional Building Construction ,236210;237120;238130;238160;238170;238310;238330;238990,,,,,Mackenzie Lilland,,,N,,N,,
WZQDEPNP6AY9,"ALASKA AIRCRAFT ENGINEERING, LLC",,9KZN1,Inactive,2023-05-17,2026-01-13,2026-01-13,All Awards,38570 MOOSE RIVER DR,,STERLING,AK,99672,USA,,P.O. Box 485,Sterling,AK,99672,USA,Partnership or Limited Liability Partnership,Y,N,N,N,N,N,N,N,541330,Engineering Services,541690;541715,AS21;AS22;C223;R425,,,,Stanley Welles,,,N,,N,,
C9WNTBMMZCD1,"ALASKA FLOATS AND SKIS AT AK8, LLC",AK FLOATS & SKIS,9L0E9,Inactive,2023-05-16,2025-03-31,2025-03-31,All Awards,15339 E Botner dr,,TALKEETNA,AK,99676,USA,,Po Box 139,Talkeetna,AK,99676,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,611512,Flight Training ,611710,H315;H316;H317;J017;L017;U006;U009;U099;W017,,,,Melissa Lee,,,N,,N,,
FZJFUHS53528,"N THOMAS FISHERIES, LLC",,,Active,2023-05-16,2027-05-04,2026-05-07,Federal Assistance Awards,608 QUEEN ST,,PETERSBURG,AK,99833,USA,,PO Box 1744,Petersburg,AK,99833,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Nyle Thomas,,,N,,N,,
D63BZZ654Q71,MONSON PROPERTIES LLC,,,Inactive,2023-05-16,2024-05-15,2024-05-15,Federal Assistance Awards,5880 AIRPORT INDUSTRIAL RD,,FAIRBANKS,AK,99709,USA,,PO box 60249,Fairbanks,AK,99706,USA,Other,N,N,N,N,N,N,N,N,,,None,,,,,Tekla Monson,,,N,,N,,
FYGZFTFLZF17,"VLD Construction, LLC",,9KS60,Inactive,2023-05-15,2024-10-16,2024-10-16,All Awards,868 WOODCREST CT,,FAIRBANKS,AK,99712,USA,,PO BOX 10635,Fairbanks,AK,99710,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,238990,All Other Specialty Trade Contractors,115310,F003,,,,Brian Kehoe,,,N,,N,,
XHE4WQ1YRDF7,FAIRBANKS STAND DOWN,,,Inactive,2023-05-15,2024-05-24,2024-05-24,Federal Assistance Awards,3399 PEGER RD,,FAIRBANKS,AK,99709,USA,,C/O ACCESS ALASKA,FAIRBANKS,AK,99709,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Candice Kuck,,,N,,N,,
DTQGNCFDYYW7,ROCK BOTTOM ENTERPRISE LLC,ROCK BOTTOM ENTERPRISE LLC,9KPU7,Active,2023-05-13,2027-05-21,2026-05-25,All Awards,50495 ONSLOW AVE,,KENAI,AK,99611,USA,,37910 Alex Drive,Soldotna,AK,99669,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,115310,Support Activities for Forestry,561730;562991;721211;812930,,,,,Dary Langfitt,,,N,,N,,
VL1RXRN5DLA8,MICHAEL HERBERT ROMINE,,9KQQ8,Inactive,2023-05-12,2024-07-04,2024-07-04,All Awards,301 WACHUSETTS ST,,SITKA,AK,99835,USA,,301 Wachusetts St,Sitka,AK,99835,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,488390,Other Support Activities for Water Transportation,114111;114119;487210;488330;561520,1920,,,,Michael Romine,,,N,,N,,
E94KULJXFYM5,"PEDERSEN FISHERIES, LLC",,,Active,2023-05-12,2027-02-01,2026-02-06,Federal Assistance Awards,4981 S OUTRIGGER DR,,WASILLA,AK,99623,USA,,PO Box 877325,Wasilla,AK,99687,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,,,None,,,,,Dean Pedersen,,,N,,N,,
D7N3VTNXSAV1,REVINE CREEK ENVIRONMENTAL LLC,,9KPF0,Active,2023-05-12,2027-02-08,2026-02-10,All Awards,MILE 213.9 PARKS HIGHWAY,,CANTWELL,AK,99729,USA,,PO Box 216,Cantwell,AK,99729,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,238910,Site Preparation Contractors,212321;484110;561730,,,,,Matthew Martz,,,N,,N,,
M95QGTFY8LB4,Port Graham Technical Solutions LLC,,9KM07,Active,2023-05-10,2027-03-28,2026-03-31,All Awards,800 E DIMOND BLVD STE 3-550,,ANCHORAGE,AK,99515,USA,,800 E DIMOND BLVD STE 3-550,ANCHORAGE,AK,99515,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,541519,Other Computer Related Services,541330;541990,,,,,Robert Bargeron,,,N,,N,,
N59PWT9NY6V5,MERRIMAN CONSTRUCTION INC,,9KL28,Active,2023-05-10,2026-09-26,2025-09-30,All Awards,2920 BADGER RD,,NORTH POLE,AK,99705,USA,,Po Box 57063,North Pole,AK,99705,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,236220,Commercial and Institutional Building Construction ,212321;236116;236210;423390,C1HA;Y1AA;Y1CA;Y1CZ;Y1DB;Y1EB;Y1EZ;Y1FA;Y1FB;Y1FD;Y1FE;Y1FZ;Y1GD;Y1GZ;Y1JZ;Y1PC;Y1QA,,,,Joel Merriman,,,N,,N,,
M23DEKGUQAC4,The Leadership Teacher LLC,,9KME5,Active,2023-05-10,2027-04-03,2026-04-07,All Awards,4257 MARION DR,,JUNEAU,AK,99801,USA,,4257 MARION DR,JUNEAU,AK,99801,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,611430,Professional and Management Development Training ,,U004;U008;U009,,,,Peter Bangs,,,N,,N,,
S1E1L1RNWC34,Z SQUARED STUDIO LLC,Z SQUARED GRAPHIC DESIGN,9LUA6,Inactive,2023-05-09,2025-08-01,2025-08-01,All Awards,3725 Portage Blvd,,Juneau,AK,99801,USA,,3725 Portage Blvd,Juneau,AK,99801,USA,Other,Y,N,N,N,N,N,N,N,541430,Graphic Design Services,,,,,,Rizza Mae Marvel,,,N,,N,,
KY22A9SEA3X5,"ALASKA PROFESSIONAL PUMPING, LLC",,9KMD2,Active,2023-05-09,2027-04-15,2026-04-17,All Awards,1401 W MYSTERY AVE,,WASILLA,AK,99654,USA,,PO Box 876853,WASILLA,AK,99687,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,238110,Poured Concrete Foundation and Structure Contractors ,,,,,,Shane Olson,,,N,,N,,
F5YBUMFYMKC5,APPRENTICE HERO HELPERS LLC,EPIC SAGES,9KGE2,Active,2023-05-08,2026-11-12,2025-11-14,All Awards,1006 29TH AVE,,FAIRBANKS,AK,99701,USA,,1006 29TH AVE,FAIRBANKS,AK,99701,USA,Partnership or Limited Liability Partnership,N,N,N,N,Y,N,N,N,713990,All Other Amusement and Recreation Industries ,,,,,,Roger Peters,,,N,,N,,
L2B4QMWQPHE5,ALASKA RURAL CONTRUCTION SERVICES LLC,,9LBK0,Active,2023-05-08,2027-04-30,2026-05-04,All Awards,2135 RICHARDSON HWY,,NORTH POLE,AK,99705,USA,,2135 RICHARDSON HWY,NORTH POLE,AK,99705,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,236117,New Housing For-Sale Builders ,,,,,,Marion King,,,N,,N,,
EGBBN61DP7K3,VILLAGE OF WAINWRIGHT,,6JZQ1,Active,2023-05-08,2027-02-19,2026-02-24,Federal Assistance Awards,1212 AIRPORT RD,,WAINWRIGHT,AK,99782,USA,,PO Box 143,Wainwright,AK,99782,USA,Other,N,N,N,N,N,N,N,N,,,None,,,,,Della Driggs,,,N,,N,,
C1VQRCR3SVE9,ONYX DRILLING LLC,,9KKF2,Active,2023-05-05,2027-07-01,2026-07-02,All Awards,215 E VAN HORN RD,,FAIRBANKS,AK,99701,USA,,Po Box 81366,Fairbanks,AK,99701,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,238990,All Other Specialty Trade Contractors,213114,,,,,Becky Williams,,,N,,N,,
S7HGQXHHGNM9,"KCorp Building Xpress, Inc.",,9KG81,Active,2023-05-05,2027-07-06,2026-07-06,All Awards,1603 College Rd,,Fairbanks,AK,99709,USA,,1603 College Road,Fairbanks,AK,99709,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,236210,Industrial Building Construction ,221114;238990;561210,,,,,Bobby Northrup,,,N,,N,,
C88TRMSTM5X3,E & A INC,,9KEK3,Inactive,2023-05-04,2024-05-03,2024-05-03,All Awards,8717 DIMOND D CIR,,ANCHORAGE,AK,99515,USA,,8717 DIMOND D CIR,ANCHORAGE,AK,99515,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,541611,Administrative Management and General Management Consulting Services ,,,,,,LESLIE TURNER,,,N,,N,,
KX4NQ2CCJHQ6,Sitka Homeless Coalition,,9K3Q8,Active,2023-05-03,2027-04-07,2026-04-16,All Awards,401 JARVIS ST,,SITKA,AK,99835,USA,,PO Box 1112,Sitka,AK,99835,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,624221,Temporary Shelters ,,,,,,Michelle Snowden,,,N,,N,,
UJYDULS64LJ1,"GREENLIGHT CONSULTING SERVICES, LLC",,9KDX2,Active,2023-05-02,2027-03-04,2026-03-06,All Awards,11001 OMALLEY CENTRE DR STE 204,,ANCHORAGE,AK,99515,USA,,"12001 Science Drive, STE 160 ",Orlando,FL,32826,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,561320,Temporary Help Services,541219;541330;541511;541519;541611;561110;561210;561612;561990,R408;R423;R499;R699;R706;R799;S201;S216;U008;U013;U099;Z1AA,,,,Teresa Derrickson,,,N,,N,,
VSZ9XCEQDBC8,KPB-RIM-Coffman Engineers JV,,9M4B6,Active,2023-05-02,2027-05-15,2026-05-19,All Awards,301 W Northern Lights Blvd Ste 200,,Anchorage,AK,99503,USA,,301 W Northern Lights Blvd Ste 200,Anchorage,AK,99503,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,541330,Engineering Services,541310;541320;541410,,,,,Lisa Heath,,,N,,N,,
RVZQGNAC5DS8,"SUB ZERO THAWING, LLC",ALASKA LANDWORKS,9KBC0,Active,2023-05-01,2027-06-05,2026-06-18,All Awards,7100 Briarwood St,,Anchorage,AK,99518,USA,,P.O. Box 111613 ,Anchorage,AK,99511,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,561730,Landscaping Services,,,,,,Bo Ingram,,,N,,N,,
LZJCDAUL1WN9,BRIAN ROBERT ELLIOT,COASTAL COMMERCIAL SERVICES,9K9J0,Active,2023-04-27,2027-03-31,2026-04-02,All Awards,15496 BETTON VIEW LN,,KETCHIKAN,AK,99901,USA,,PO BOX 999,WARD COVE,AK,99928,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing ",332992;332993;423910,,,,,Brian Elliot,,,N,,N,,
M63FLK91UWF3,A+ HOME SERVICES ALASKA LLC,,9LWM8,Inactive,2023-04-27,2024-06-26,2024-06-26,All Awards,7400 OLD HILLSIDE WAY,,ANCHORAGE,AK,99516,USA,,7400 OLD HILLSIDE WAY,ANCHORAGE,AK,99516,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,562991,Septic Tank and Related Services ,814110,,,,,Wes Anderson,,,N,,N,,
